siparis_id,musteri_id,musteri_adi,cinsiyet,yas,sehir,ilce,urun_id,urun_adi,kategori,marka,fiyat,adet,indirim_orani,kargo_ucreti,odeme_tipi,siparis_durumu,tarih,teslim_tarihi,toplam_harcama,musteri_puani,sadakat_seviyesi,kampanya_kodu,urun_puani,yorum_sayisi
100514,6,Ulutay Korutürk,Erkek,28,İstanbul,Kadıköy,5035,,Mutfak,Fakir,3695.82,1,0,0.0,Havale/EFT,Tamamlandı,15-07-2024 01:04:50,17-07-2024 07:04:50,3695.82,3.8,Bronze,INDIRIM10,4.7,42
100515,369,Zeride Çorlu,Kadın,36,i̇stanbul,Pendik,5015,Nike Air Max 270,Ayakkabı,Nike,3732.1,1,-20,0.0,Dijital Cüzdan,Tamamlandı,25-04-2026 04:59:48,30-04-2026 00:59:48,3172.28,4.7,Platinum,,2.9,0
100516,174,Muvaffak Arslan,Erkek,18,Kocaeli,Gebze,5029,Madame Coco Halı,Ev & Yaşam,Madame Coco,1440.15,3,10,0.0,Dijital Cüzdan,İade,01-03-2026 15:47:28,22-02-2026 15:47:28,3888.41,3.3,Bronze,INDIRIM10,2.8,8
100517,99,Boğatimur Duran,Erkek,24,Bursa,Yıldırım,5023,Maybelline Maskara,Kozmetik,Maybelline,211.8,1,-20,19.99,Kapıda Ödeme,Tamamlandı,01-12-2025 10:42:39,08-12-2025 14:42:39,210.61,4.2,Silver,YAZ2026,4.4,10
100518,144,Gülev Sakarya,Kadın,32,Trabzon,Akçaabat,5013,Pull&Bear Kapüşonlu Sweatshirt,,Pull&Bear,718.19,5000,15,0.0,Havale/EFT,Tamamlandı,03-07-2025 23:29:10,11-07-2025 15:29:10,1831.38,4.5,Silver,MAYIS25,4.7,17
100519,92,Tomurcuk İnönü,Kadın,22,Ankara,Yenimahalle,5033,Tefal Airfryer,Mutfak,Tefal,3402.86,2,5,0.0,Kredi Kartı,Tamamlandı,19-01-2026 23:39:22,21-01-2026 05:39:22,6465.43,4.4,Bronze,INDIRIM10,3.1,64
100072,121,Görklü Gülen,Erkek,25,Ankara,Yenimahalle,5027,IKEA MALM Çalışma Masası,,IKEA,3388.71,2,25,0.0,Kredi Kartı,Tamamlandı,16-10-2024 03:03:33,19-10-2024 17:03:33,5083.07,4.0,Silver,,0,35
100521,299,Sarya Erdoğan,Kadın,31,İstanbul,Pendik,5039,Adidas Spor Çanta,,Adidas,834.55,1,5,0.0,Kredi Kartı,Tamamlandı,07-03-2025 13:55:18,08-03-2025 18:55:18,792.82,3.5,Bronze,,4.0,11
100522,331,Bilender Yıldırım,Erkek,27,İstanbul,Beşiktaş,5018,Skechers Yürüyüş Ayakkabısı,Ayakkabı,Skechers,2474.08,2,10,0.0,Kapıda Ödeme,İade,09-09-2024 04:19:03,10-09-2024 15:19:03,4453.34,3.8,Bronze,INDIRIM10,3.9,29
100523,101,Abdiş Tevetoğlu,Erkek,37,Konya,Meram,5019,,Ayakkabı,Bambi,1721.65,3,15,0.0,Kredi Kartı,Tamamlandı,20-10-2024 19:46:28,23-10-2024 19:46:28,4390.21,4.4,Silver,,4.4,67
100524,178,Gülev Arslan,Kadın,33,Mersin,Toroslar,5060,Nestlé Nescafe Gold 200gr,Süpermarket,Nestlé,320.58,2,10,49.99,Havale/EFT,İade,31-11-2024 16:40:00,02-11-2024 21:28:21,627.03,3.5,Platinum,,3.6,16
100525,243,Aybet Karadeniz,Kadın,25,İstanbul,Kartal,5050,Barbie Rüya Evi,,Barbie,3218.4,1,15,0.0,Kredi Kartı,Tamamlandı,10-12-2024 15:36:42,18-12-2024 13:36:42,2735.64,3.2,Silver,,3.9,73
100526,231,Ayçan Çorlu,Kadın,55,Samsun,İlkadım,5023,Maybelline Maskara,Kozmetik,Maybelline,193.9,4,0,0.0,Havale/EFT,Tamamlandı,06-04-2026 12:54:46,09-04-2026 19:54:46,775.6,4.1,Bronze,,4.4,10
100527,207,Selatin Sakarya,Erkek,18,Kayseri,Kocasinan,5020,Greyder Klasik Erkek Ayakkabı,Ayakkabı,Greyder,1252.17,5000,0,0.0,Kredi Kartı,İade,05-05-2025 20:41:13,12-05-2025 15:41:13,2504.34,4.9,Gold,,4.1,18
100528,201,Kaver Gülen,Kadın,200,Kocaeli,İzmit,5060,Nestlé Nescafe Gold 200gr,Süpermarket,nestlé,-319.06,2,0,19.99,Kredi Kartı,İade,17-03-2026 11:05:30,18-03-2026 16:05:30,658.11,3.7,Silver,MAYIS25_2026,3.6,15
100529,17,Ünsever Bilge,Erkek,33,eskişehir,Tepebaşı,5001,Apple iPhone 13 128GB,Elektronik,Apple,36493.54,1,25,0.0,Kredi Kartı,Tamamlandı,07-04-2026 19:05:33,09-04-2026 09:05:33,27370.15,3.5,Gold,MAYIS25,4.1,54
100530,88,Filit Şafak,Erkek,37,Ankara,Mamak,5025,,Kozmetik,Golden Rose,89.42,1,5,49.99,Havale/EFT,Tamamlandı,29-12-2024 04:43:50,05-01-2025 10:43:50,134.94,4.6,Silver,SEPET50,4.8,131
100531,244,Kanpulat Zengin,Erkek,26,İSTANBUL,Kartal,5060,Nestlé Nescafe Gold 200gr,,Nestlé,311.03,1,10,49.99,Kredi Kartı,Tamamlandı,25-10-2024 16:13:42,27-10-2024 04:13:42,329.92,3.5,Silver,,3.6,16
100532,270,Nazlim Bilgin,Erkek,45,Ankara,Etimesgut,5056,Ülker Albeni 12li Paket,Süpermarket,Ülker,74.73,1,0,19.99,Kredi Kartı,İptal,11-09-2025 12:37:33,15-09-2025 00:37:33,94.72,3.8,Gold,,4.2,50
100533,213,Ercihan Arsoy,Erkek,41,İstanbul,Kartal,5046,Chicco Bebek Arabası,Anne & Bebek,Chicco,5364.15,1,10,0.0,Havale/EFT,Tamamlandı,17-05-2026 01:35:23,19-05-2026 06:35:23,4827.73,4.9,Bronze,SEPET50,4.2,319
100534,150,Canur Yorulmaz,Kadın,42,Adana,Seyhan,5044,Prima Bebek Bezi Jumbo Paket,Anne & Bebek,Prima,408.98,4,20,0.0,Kredi Kartı,Tamamlandı,03-10-2024 13:25:30,04-10-2024 16:25:30,1308.74,4.5,Bronze,,3.7,129
100535,210,Ertan Yaman,Erkek,46,İzmir,Karşıyaka,5013,Pull&Bear Kapüşonlu Sweatshirt,Giyim,Pull&Bear,651.82,1,0,49.99,Kredi Kartı,Tamamlandı,17-12-2024 14:26:32,18-12-2024 14:26:32,701.81,4.1,Silver,SEPET50,4.7,12
100536,168,Noman Bilir,Erkek,44,Konya,Meram,5031,Tarz Mobilya Sehpa,,Tarz,1915.22,1,10,0.0,Havale/EFT,Tamamlandı,26-09-2025 10:09:47,03-10-2025 15:09:47,1723.7,4.0,Bronze,YAZ2026,4.1,19
100537,52,Mübetcel Karadeniz,Kadın,30,İstanbul,Beşiktaş,5034,,Mutfak,Arzum,1270.72,1,10,0.0,Kredi Kartı,tamamlandı,26-08-2025 13:02:15,25-08-2025 13:02:15,1143.65,3.6,Silver,,3.2,61
100538,273,,Kadın,18,İstanbul,Kadıköy,5053,Guess Kadın Çanta,Aksesuar,Guess,3325.23,2,10,0.0,Havale/EFT,Tamamlandı,08-05-2026 11:13:32,12-05-2026 12:13:32,12013.18,3.6,Silver,,4.1,10
100539,194,Seyithan Tevetoğlu,Erkek,37,Kayseri,Melikgazi,5023,Maybelline Maskara,Kozmetik,Maybelline,270.88,1,0,19.99,Dijital Cüzdan,Tamamlandı,14-12-2024 02:18:00,16-12-2024 05:18:00,290.87,5.0,Silver,,5.8,10
100540,86,Ertuncay Öcalan,Erkek,24,Gaziantep,Şehitkamil,5026,Bioderma Sensibio Micellar Su,Kozmetik,Bioderma,361.5,3,0,0.0,Havale/EFT,Tamamlandı,07-12-2025 14:23:01,11-12-2025 17:23:01,1084.5,3.6,Silver,YAZ2026,4.6,173
100541,166,Havali Aksu,Kadın,33,İSTANBUL,Ataşehir,5041,Can Yayınları Roman Seti,Kitap & Hobi,Can Yayınları,263.25,1,5,19.99,Havale/EFT,Tamamlandı,01-03-2026 13:26:02,02-03-2026 15:26:02,681.64,3.6,Gold,,3.6,26
100542,155,Zehranur Dumanlı,Kadın,40,Kayseri,Kocasinan,5006,Huawei MatePad 11 Tablet,Elektronik,Huawei,11351.35,3,20,0.0,Havale/EFT,Tamamlandı,06-09-2024 21:50:25,30-08-2024 21:50:25,27243.24,4.0,Silver,,4.0,37
100543,356,Zülbiye Dumanlı,Kadın,36,İstanbul,Üsküdar,5040,Under Armour Koşu Tişörtü,Spor & Outdoor,Under Armour,640.43,2,25,0.0,Havale/EFT,Tamamlandı,19-06-2024 22:09:21,25-06-2024 12:09:21,960.64,4.0,Silver,SEPET50,4.7,88
100544,258,Buhari Sezgin,Erkek,27,Antalya,Muratpaşa,5014,Boyner Klasik Gömlek,,Boyner,355.3,1000,0,0.0,Kredi Kartı,Tamamlandı,05-02-2025 22:33:53,06-02-2025 23:33:53,1065.9,4.6,Silver,kargobedava,4.4,1
100545,104,,Erkek,39,İstanbul,Şişli,5041,,Kitap & Hobi,Can Yayınları,207.58,4,10,-25.779704540830185,Dijital Cüzdan,Tamamlandı,03-05-2025 04:53:18,06-05-2025 14:53:18,747.29,4.4,Bronze,,3.6,20
100546,267,Bozerk Çetin,Erkek,33,Mersin,Toroslar,5041,Can Yayınları Roman Seti,Kitap & Hobi,Can Yayınları,362.54,3,0,0.0,Havale/EFT,Tamamlandı,28-12-2024 19:38:08,30-12-2024 16:38:08,1087.62,3.4,Silver,,3.6,30
100547,357,Ferinaz Korutürk,Kadın,28,Gaziantep,Şahinbey,5033,Tefal Airfryer,,Tefal,2918.13,1,0,0.0,Kapıda Ödeme,Tamamlandı,15-12-2024 01:53:49,21-12-2024 05:53:49,2918.13,4.3,Silver,,3.1,59
100548,47,Saba Gül,Erkek,26,İstanbul,Pendik,5053,Guess Kadın Çanta,Aksesuar,Guess,3533.8,1,5,0.0,Kredi Kartı,Tamamlandı,16-11-2024 07:11:31,18-11-2024 20:11:31,3357.11,3.9,Gold,INDIRIM10,4.1,14
100061,147,Safinaz Seven,Kadın,27,Antalya,Kepez,5012,Zara Oversize Ceket,Giyim,Zara,1063.12,3,0,0.0,Dijital Cüzdan,Tamamlandı,19-11-2024 17:08:17,24-11-2024 06:08:17,3189.36,4.6,Gold,,4.4,22
100550,80,Risalet Eraslan,Erkek,20,Eskişehir,Tepebaşı,5001,Apple iPhone 13 128GB,Elektronik,Apple,-41095.43,1,0,0.0,Dijital Cüzdan,Tamamlandı,03-12-2025 05:33:47,09-12-2025 04:33:47,41095.43,4.5,Bronze,KARGOBEDAVA,4.1,61
100551,157,Cercis Aslan,Erkek,43,İzmir,Buca,5035,Fakir Robot Süpürge,Mutfak,Fakir,4530.24,1,0,0.0,Kredi Kartı,Tamamlandı,12-12-2024 00:09:07,13-12-2024 16:09:07,10226.19,4.6,Bronze,,4.7,43
100552,252,Hurican Ülker,Kadın,18,İzmir,Buca,5060,Nestlé Nescafe Gold 200gr,Süpermarket,Nestlé,319.46,2,5,39.99,Havale/EFT,Tamamlandı,24-07-2025 01:24:49,25-07-2025 13:24:49,646.96,4.4,Bronze,,3.6,15
100553,100,Yurtseven Çamurcuoğlu,Kadın,34,Kayseri,Kocasinan,5049,Hot Wheels Araba Seti 10lu,Oyuncak,Hot Wheels,628.27,2,5,0.0,Kredi Kartı,Tamamlandı,15-05-2026 02:06:03,21-05-2026 14:06:03,1193.71,3.4,Silver,,3.4,83
100554,,Hadrey Erdoğan,Kadın,53,İzmir,Karşıyaka,5040,Under Armour Koşu Tişörtü,Spor & Outdoor,Under Armour,626.64,1,10,29.99,Kredi Kartı,Tamamlandı,29-04-2026 05:21:55,02-05-2026 12:21:55,593.97,4.3,Bronze,,4.7,95
100555,83,Yertan Demir,Erkek,44,i̇stanbul,Beşiktaş,5041,Can Yayınları Roman Seti,Kitap & Hobi,Can Yayınları,342.32,1,10,19.99,Kredi Kartı,Tamamlandı,08-08-2025 06:02:14,15-08-2025 19:02:14,328.08,4.3,Bronze,HOSGELDIN15,3.6,28
100556,273,Merva Alemdar,Kadın,18,Adana,Çukurova,5037,Decathlon Kamp Çadırı,Spor & Outdoor,Decathlon,1446.38,1,20,0.0,Havale/EFT,Tamamlandı,14-03-2026 20:50:53,22-03-2026 07:50:53,1157.1,3.6,Silver,,4.5,10
100557,108,Beste Çorlu,Kadın,30,KOCAELI,Gebze,5044,Prima Bebek Bezi Jumbo Paket,Anne & Bebek,Prima,346.22,5,15,0.0,Kredi Kartı,Tamamlandı,15-05-2026 15:12:47,21-05-2026 04:12:47,1471.44,4.6,Bronze,,3.7,130
100558,88,Filit Şafak,Erkek,37,İstanbul,Üsküdar,5045,huggies islak mendil 12li,Anne & Bebek,Huggies,267.46,1,5,19.99,Kredi Kartı,İptal,08-12-2024 07:18:57,10-12-2024 06:18:57,274.08,4.6,Silver,INDIRIM10,3.8,156
100559,210,Ertan Yaman,Erkek,46,İzmir,Çiğli,5006,Huawei MatePad 11 Tablet,Elektronik,Huawei,11865.59,1,0,0.0,Kredi Kartı,Tamamlandı,17-05-2025 01:04:48,22-05-2025 08:04:48,11865.59,4.1,Silver,,4.0,37
100560,52,Mübetcel Karadeniz,Kadın,30,İstanbul,Bakırköy,5048,Lego City Polis Seti,Oyuncak,Lego,1373.13,2,15,0.0,Kredi Kartı,Tamamlandı,08-06-2024 13:40:39,14-06-2024 05:40:39,2334.32,3.6,Silver,,4.9,29
100561,249,,Erkek,22,İzmir,Karşıyaka,5038,Nike Pro Antrenman Tayt,Spor & Outdoor,Nike,728.84,1,20,39.99,Kapıda Ödeme,İade,13-04-2026 14:30:28,18-04-2026 09:30:28,623.06,4.0,Platinum,HOSGELDIN15,4.0,14
100562,52,Mübetcel Karadeniz,Kadın,30,İstanbul,Ataşehir,5046,Chicco Bebek Arabası,Anne & Bebek,Chicco,6170.84,4,0,0.0,Kredi Kartı,Tamamlandı,18-05-2026 09:02:56,21-05-2026 23:02:56,24683.36,3.6,Silver,,4.2,-2
100563,244,Kanpulat Zengin,ERKEK,26,Bursa,Yıldırım,5012,Zara Oversize Ceket,Giyim,Zara,901.88,2,25,0.0,Kredi Kartı,Tamamlandı,17-07-2024 11:51:07,24-07-2024 01:51:07,1352.82,3.5,Silver,KARGOBEDAVA,4.4,22
100564,379,Oluş Akçay,Kadın,39,Antalya,Muratpaşa,5022,Flormar Likit Fondöten,Kozmetik,Flormar,192.79,4,25,0.0,Dijital Cüzdan,İptal,11-09-2024 14:00:44,15-09-2024 09:00:44,578.37,4.2,Gold,INDIRIM10,4.3,95
100565,293,Hürüyet Türk,Kadın,36,Mersin,Yenişehir,5008,LC Waikiki Kadın Triko Kazak,Giyim,LC Waikiki,349.59,10000,15,49.99,Kredi Kartı,Tamamlandı,27-09-2024 17:33:18,04-10-2024 10:33:18,640.89,4.2,Bronze,INDIRIM10,3.6,13
100566,338,Pürçek Yüksel,Kadın,18,Konya,Selçuklu,5027,IKEA MALM Çalışma Masası,Ev & Yaşam,IKEA,3493.36,1,20,0.0,Kredi Kartı,Tamamlandı,15-03-2025 08:01:25,21-03-2025 16:01:25,2794.69,3.6,Bronze,,4.3,42
100567,64,Beyda Eraslan,Erkek,23,Adana,Çukurova,5005,Lenovo IdeaPad 3 Dizüstü Bilgisayar,Elektronik,Lenovo,22171.01,1,0,0.0,Havale/EFT,İade,06-08-2024 23:26:48,10-08-2024 11:26:48,22171.01,3.8,Silver,,3.5,33
100568,335,Kıvılcım Akgündüz,Erkek,18,Adana,Çukurova,5051,Fisher-Price Aktivite Masası,Oyuncak,Fisher-Price,1016.68,1,0,0.0,Kredi Kartı,Tamamlandı,28-01-2026 06:51:02,03-02-2026 09:51:02,1016.68,4.8,Gold,,3.7,7
100569,161,Zümre Sakarya,Kadın,35,Kocaeli,İzmit,5019,Bambi Hakiki Deri Bot,,Bambi,1243.32,2,15,0.0,Dijital Cüzdan,Tamamlandı,09-06-2025 04:35:55,15-06-2025 01:35:55,2113.64,4.5,Platinum,,4.4,66
100570,55,Atanur Sezgin,Kadın,36,Ankara,Etimesgut,5054,Fossil Kol Saati,Aksesuar,Fossil,3936.96,1,25,0.0,Kapıda Ödeme,Tamamlandı,10-09-2025 05:22:03,08-09-2025 05:22:03,2952.72,4.1,Gold,SEPET50,4.7,10
100571,,Galip Durmuş,Erkek,37,Ankara,Etimesgut,5044,Prima Bebek Bezi Jumbo Paket,Anne & Bebek,Prima,318.52,5,10,0.0,Kredi Kartı,İptal,20-10-2025 10:36:46,24-10-2025 11:36:46,1433.34,3.4,Bronze,,3.7,129
100572,79,Şahdiye Ertaş,Kadın,54,Eskişehir,Odunpazarı,5054,Fossil Kol Saati,Aksesuar,Fossil,4372.25,3,10,-34.276563392829146,Kredi Kartı,İptal,01-12-2024 17:44:58,06-12-2024 02:44:58,11805.08,4.4,Bronze,,4.7,20
100573,82,Abdülsamed Tarhan,Erkek,0,Kocaeli,Gebze,5021,L'Oréal Paris Revitalift Serum,,L'Oréal,434.49,1,0,49.99,Kredi Kartı,Tamamlandı,17-03-2025 10:16:50,23-03-2025 16:16:50,484.48,3.6,Silver,,3.1,182
100574,,Emal Ülker,Kadın,34,İstanbul,Maltepe,5048,Lego City Polis Seti,,Lego,1274.77,3,0,0.0,Dijital Cüzdan,Tamamlandı,02-04-2026 05:57:35,07-04-2026 09:57:35,3824.31,4.1,Gold,,4.9,32
100575,150,Canur Yorulmaz,Kadın,42,Trabzon,Ortahisar,5013,Pull&Bear Kapüşonlu Sweatshirt,Giyim,Pull&Bear,741.31,1,10,39.99,Havale/EFT,Tamamlandı,26-04-2026 05:22:26,30-04-2026 18:22:26,707.17,4.5,Bronze,,4.7,12
100576,29,Sevim Duran,Kadın,24,İstanbul,Beylikdüzü,5011,DeFacto Basic Tişört,,DeFacto,214.51,1,5,39.99,Havale/EFT,İade,05-03-2026 14:42:32,07-03-2026 15:42:32,243.77,3.9,Gold,KARGOBEDAVA,3.6,22
100577,155,Zehranur Dumanlı,Kadın,40,Konya,Selçuklu,5041,Can Yayınları Roman Seti,Kitap & Hobi,Can Yayınları,349.04,3,30,0.0,Havale/EFT,Tamamlandı,18-09-2025 23:40:37,23-09-2025 07:40:37,732.98,4.0,Silver,,3.6,27
100578,189,BEHIZA TEVETOĞLU,Kadın,43,İstanbul,Beşiktaş,5005,Lenovo IdeaPad 3 Dizüstü Bilgisayar,Elektronik,Lenovo,17793.34,2,20,0.0,Kredi Kartı,Tamamlandı,08-01-2026 17:27:28,12-01-2026 15:27:28,28469.34,4.2,Silver,,3.5,36
100579,93,Gözem Zorlu,Kadın,31,Ankara,Mamak,5019,Bambi Hakiki Deri Bot,Ayakkabı,Bambi,1600.0,1,0,0.0,Dijital Cüzdan,Tamamlandı,07-12-2024 14:45:27,15-12-2024 12:45:27,1600.0,4.5,Silver,MAYIS25,4.4,71
100580,272,Münif Ergül,Erkek,39,İzmir,Çiğli,5053,Guess Kadın Çanta,Aksesuar,Guess,3260.14,2,15,0.0,Kredi Kartı,Tamamlandı,06-04-2026 04:16:18,08-04-2026 23:16:18,5542.24,5.0,Silver,,4.1,10
100581,285,İhsan Eraslan,Kadın,18,İzmir,Karşıyaka,5007,Casper Excalibur Oyuncu Bilgisayarı,Elektronik,Casper,25430.57,2,10,0.0,Kredi Kartı,Tamamlandı,06-07-2024 03:04:50,07-07-2024 19:04:50,45775.03,3.9,Silver,MAYIS25,5.0,77
100582,217,Menişan Mansız,Kadın,31,Kocaeli,İzmit,5015,Nike Air Max 270,Ayakkabı,Nike,3890.78,4,5,0.0,Kapıda Ödeme,Tamamlandı,30-08-2025 05:05:31,04-09-2025 20:05:31,14784.96,4.5,Bronze,,2.9,4
100583,181,Zeyno Yorulmaz,Kadın,39,Antalya,Kepez,5013,Pull&Bear Kapüşonlu Sweatshirt,Giyim,Pull&Bear,706.38,2,0,0.0,Kredi Kartı,Tamamlandı,07-01-2025 04:53:10,12-01-2025 21:53:10,1412.76,5.0,Bronze,HOSGELDIN15,4.7,14
100584,66,Övün Duran,Kadın,18,Gaziantep,Şahinbey,5004,Sony WH-1000XM4 Kulaklık,Elektronik,Sony,8209.67,1,10,0.0,Kredi Kartı,Tamamlandı,16-02-2025 15:29:10,14-02-2025 15:29:10,,4.1,Bronze,,4.8,83
100585,,Ganiye Ülker,Kadın,31,Gaziantep,Şehitkamil,5045,Huggies Islak Mendil 12li,Anne & Bebek,Huggies,,2,15,29.99,Kredi Kartı,Tamamlandı,19-08-2025 13:47:48,21-08-2025 08:47:48,537.24,3.9,Bronze,HOSGELDIN15,3.8,153
100586,273,Merva Alemdar,Kadın,18,İstanbul,Pendik,5026,Bioderma Sensibio Micellar Su,Kozmetik,Bioderma,307.92,2,5,39.99,Kapıda Ödeme,Tamamlandı,18-01-2025 09:57:47,19-01-2025 12:57:47,625.04,3.6,Silver,INDIRIM10,4.6,174
100587,54,Alpin Bilgin,Erkek,54,Mersin,Yenişehir,5011,DeFacto Basic Tişört,Giyim,DeFacto,172.65,4,10,49.99,Kredi Kartı,Tamamlandı,07-01-2026 10:16:01,12-01-2026 18:16:01,671.53,4.2,Silver,,3.6,15
100588,88,Filit Şafak,Erkek,37,Ankara,Mamak,5011,DeFacto Basic Tişört,Giyim,DeFacto,154.52,2,25,49.99,Kredi Kartı,Tamamlandı,10-06-2024 18:41:54,16-06-2024 22:41:54,281.77,4.6,Silver,,3.6,17
100589,194,SEYITHAN TEVETOĞLU,Erkek,37,Antalya,Konyaaltı,5003,"LG 55"" 4K Smart TV",Elektronik,LG,19132.99,2,5,0.0,Kapıda Ödeme,Tamamlandı,03-08-2025 16:40:03,,36352.68,5.0,Silver,,3.9,250
100590,258,Buhari Sezgin,Erkek,27,Ankara,Mamak,5033,Tefal Airfryer,Mutfak,Tefal,3724.18,4,15,0.0,Kredi Kartı,İptal,09-04-2025 14:48:02,12-04-2025 16:48:02,12662.21,4.6,Silver,,3.1,58
100591,374,Ruhide Seven,Kadın,36,İstanbul,Beşiktaş,5010,Mavi Jeans Skinny Kot Pantolon,Giyim,Mavi,801.36,1,0,0.0,Dijital Cüzdan,İptal,11-06-2024 15:26:12,17-06-2024 14:26:12,801.36,3.6,Bronze,KARGOBEDAVA,4.5,29
100592,351,Ruhsat Durmuş,E,28,Kocaeli,İzmit,5025,Golden Rose Ruj,Kozmetik,Golden Rose,80.83,1,15,19.99,Havale/EFT,Tamamlandı,20-05-2025 08:53:31,27-05-2025 05:53:31,88.7,4.7,Silver,,4.8,129
100593,351,Ruhsat Durmuş,Erkek,28,Antalya,Kepez,5028,English Home Nevresim Takımı,Ev & Yaşam,English Home,937.63,2,20,0.0,Kredi Kartı,Tamamlandı,16-08-2024 13:21:50,23-08-2024 17:21:50,1500.21,4.7,Silver,,,52
100594,217,Menişan Mansız,Kadın,31,İzmir,Bornova,5023,Maybelline Maskara,Kozmetik,Maybelline,276.97,1,10,19.99,Kredi Kartı,Tamamlandı,27-02-2025 07:45:26,01-03-2025 06:45:26,269.26,4.5,Bronze,,4.4,6
100595,112,Bağdaş Yaman,Erkek,41,Denizli,Pamukkale,5059,Pınar Süt 1L 12li Koli,Süpermarket,Pınar,282.41,2,5,39.99,Kredi Kartı,Tamamlandı,02-04-2025 12:53:05,03-04-2025 12:53:05,576.57,3.1,Silver,SEPET50,4.7,122
100596,206,mükramin mansız,Erkek,41,Ankara,Çankaya,5027,IKEA MALM Çalışma Masası,Ev & Yaşam,IKEA,2992.05,1,5,0.0,Kredi Kartı,tamamlandı,13-10-2025 00:15:05,15-10-2025 21:15:05,2842.45,3.4,Silver,KARGOBEDAVA,4.3,38
100064,192,Dursadiye Akça,Kadın,18,Ankara,Mamak,5057,Eti Crax Kraker 24lü Kutu,Süpermarket,Eti,162.75,3,0,49.99,Havale/EFT,Tamamlandı,22-10-2024 12:52:45,29-10-2024 01:52:45,,3.8,Bronze,SEPET50,4.6,50
100598,57,Kezban Erdoğan,Kadın,34,İstanbul,Kadıköy,5008,Lc Waikiki Kadın Triko Kazak,Giyim,LC Waikiki,328.91,2,20,29.99,Havale/EFT,İade,13-04-2026 09:40:38,14-04-2026 22:40:38,556.25,5.0,Bronze,,3.6,18
100599,350,Nabil Ülker,Erkek,44,Gaziantep,Şahinbey,5048,Lego City Polis Seti,Oyuncak,Lego,1258.64,4,5,,Dijital Cüzdan,İptal,04-07-2025 04:47:05,05-07-2025 07:47:05,4782.83,4.0,Platinum,,4.9,27
100600,80,Risalet Eraslan,Erkek,20,Ankara,Çankaya,5049,Hot Wheels Araba Seti 10lu,Oyuncak,Hot Wheels,571.11,1,15,49.99,Dijital Cüzdan,Tamamlandı,19-08-2025 17:28:59,23-08-2025 02:28:59,535.43,4.5,Bronze,,3.4,86
100601,127,İncifir Durmuş,Kadın,57,Antalya,Kepez,5032,KARACA TOST MAKINESI,Mutfak,Karaca,774.74,1,,0.0,Kredi Kartı,Tamamlandı,14-04-2026 15:37:30,17-04-2026 06:37:30,774.74,4.7,Silver,,4.2,167
100602,359,Işın İnönü,Kadın,35,Gaziantep,Şehitkamil,5012,Zara Oversize Ceket,Giyim,Zara,1495.53,2,10,0.0,Kredi Kartı,Tamamlandı,10-07-2024 09:58:15,12-07-2024 13:58:15,2691.95,4.2,Silver,,4.4,25
100603,103,Adlan Demir,Erkek,18,İstanbul,Kadıköy,5024,Nivea Nemlendirici Krem,Kozmetik,Nivea,118.51,1,10,29.99,Kredi Kartı,Tamamlandı,02-08-2024 18:33:48,07-08-2024 14:33:48,136.65,3.5,Platinum,YAZ2026,4.4,31
100604,187,Oruç Çorlu,Erkek,49,Ankara,Yenimahalle,5045,Huggies Islak Mendil 12li,Anne & Bebek,Huggies,304.35,1,0,19.99,Kredi Kartı,Tamamlandı,04/26/2025 07:43:04,29-04-2025 22:43:04,324.34,4.7,Bronze,MAYIS25,3.8,153
100605,221,Cuheyna Akça,Kadın,38,İstanbul,Beylikdüzü,5023,Maybelline Maskara,Kozmetik,Maybelline,213.43,1,10,29.99,Kredi Kartı,Tamamlandı,06-06-2025 21:26:29,12-06-2025 16:26:29,222.08,4.1,Platinum,SEPET50,4.4,4
100606,108,Beste Çorlu,Kadın,30,Antalya,Muratpaşa,5056,Ülker Albeni 12li Paket,Süpermarket,Ülker,63.19,2,10,19.99,Havale/EFT,İptal,02-04-2026 06:56:00,05-04-2026 04:56:00,133.73,4.6,Bronze,,4.2,49
100607,39,Cevale Kısakürek,Kadın,34,Kocaeli,Gebze,5019,Bambi Hakiki Deri Bot,Ayakkabı,Bambi,1707.75,5,0,0.0,Havale/EFT,Tamamlandı,14-12-2024 15:13:35,20-12-2024 13:13:35,8538.75,3.9,Bronze,MAYIS25,4.4,68
100608,188,Şerafeddin Akçay,Erkek,57,İzmir,Konak,5058,Torku Zeytinyağı 5L,Süpermarket,Torku,809.03,1,5,0.0,Dijital Cüzdan,Tamamlandı,18-11-2024 21:48:52,22-11-2024 19:48:52,768.58,3.6,Platinum,,4.1,4
100609,24,Aydınbey Kısakürek,Erkek,28,Kocaeli,İzmit,5050,Barbie Rüya Evi,Oyuncak,Barbie,3764.22,1,15,0.0,Kredi Kartı,Tamamlandı,08-11-2025 02:43:48,10-11-2025 16:43:48,3199.59,4.7,Gold,,3.9,72
100610,288,Nazi Gül,Kadın,43,Kayseri,Kocasinan,5038,Nike Pro Antrenman Tayt,Spor & Outdoor,Nike,681.45,1,0,29.99,Havale/EFT,Tamamlandı,08-11-2025 16:34:55,14-11-2025 14:34:55,711.44,,Silver,,4.0,13
100611,156,Berksay Şafak,Erkek,31,Samsun,Atakum,5045,Huggies Islak Mendil 12li,Anne & Bebek,Huggies,284.91,1,0,29.99,Kredi Kartı,Tamamlandı,12-03-2025 04:50:28,15-03-2025 05:50:28,314.9,,Silver,,3.8,155
